c:\Users\xander\Documents\github_repositories\NIST-alloy-data-API\code_examples\python\alloys-api-python-examples\cpcsv\Ta_CP_data.csvTemperature: K,Heat capacity at constant pressure Cp: J/K/mol,Uncertainty,Pressure,Ref Temp,Data Set ID,State,Representation,Method,Description,Purity,Purity Units,Year
2.797,0.0193552,0.000580656,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.803,0.0199912,0.000599735,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.827,0.0198698,0.000596094,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.832,0.0196146,0.000588438,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.864,0.0205225,0.000615676,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.878,0.0202966,0.000608898,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.902,0.0202004,0.000606011,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.908,0.0205811,0.000617433,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.92,0.0205434,0.000616303,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.933,0.0204472,0.000613416,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.975,0.0210539,0.000631617,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.99,0.0208572,0.000625717,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.023,0.0211878,0.000635633,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.037,0.0214179,0.000642537,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.102,0.0220873,0.00066262,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.105,0.0222589,0.000667766,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.139,0.0225894,0.000677682,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.171,0.022966,0.000688979,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.212,0.0232798,0.000698393,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.255,0.0233635,0.000700904,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.272,0.0235224,0.000705673,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.338,0.0247023,0.00074107,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.353,0.0242463,0.000727388,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.394,0.0244011,0.000732033,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.409,0.0251919,0.000755756,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.439,0.0257776,0.000773329,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.478,0.0257776,0.000773329,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.499,0.0263718,0.000791153,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.547,0.0267525,0.000802575,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.564,0.027037,0.00081111,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.65,0.0287776,0.000863327,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.657,0.0280119,0.000840356,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.673,0.0282378,0.000847135,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.715,0.028447,0.00085341,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.768,0.0286688,0.000860063,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.773,0.0296269,0.000888807,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.788,0.0292169,0.000876506,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.796,0.0294679,0.000884037,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.867,0.0308444,0.000925333,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.934,0.0313047,0.000939141,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.959,0.0314177,0.00094253,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.969,0.0312754,0.000938262,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.064,0.032836,0.000985081,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.083,0.0328109,0.000984328,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.163,0.0341875,0.00102562,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.199,0.0345975,0.00103792,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.281,0.0354761,0.00106428,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.284,0.0358527,0.00107558,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.328,0.0364552,0.00109366,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.382,0.0368401,0.0011052,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.453,0.038384,0.00115152,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.466,0.0379656,0.00113897,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.471,0.0388233,0.0011647,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.499,0.039133,0.00117399,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.516,0.0388945,0.00116683,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.521,0.0394049,0.00118215,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.529,0.0385095,0.00115529,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.55,0.0401162,0.00120349,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.555,0.0394468,0.0011834,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.578,0.0396518,0.00118955,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.593,0.0410199,0.0012306,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.603,0.0404258,0.00121277,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.618,0.0402417,0.00120725,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.648,0.0414132,0.0012424,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.652,0.0420492,0.00126148,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.678,0.0411455,0.00123436,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.703,0.0413798,0.00124139,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.709,0.0426433,0.0012793,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.733,0.042635,0.00127905,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.759,0.0435178,0.00130553,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.791,0.0432835,0.0012985,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.83,0.0437395,0.00131219,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.956,0.04566,0.0013698,None kPa,N/A,8982,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.741,0.011757,0.000352711,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.753,0.0123846,0.000371539,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.767,0.0122047,0.000366142,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.783,0.012121,0.000363631,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.792,0.012075,0.000362251,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.796,0.0118198,0.000354594,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.799,0.0123051,0.000369154,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.837,0.0121671,0.000365012,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.847,0.0124683,0.00037405,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.854,0.0116692,0.000350075,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.856,0.0126566,0.000379698,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.865,0.0124641,0.000373924,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.87,0.0128867,0.000386602,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.875,0.0125897,0.00037769,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.885,0.0129035,0.000387104,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.89,0.0125646,0.000376937,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.896,0.0132089,0.000396267,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.913,0.0122842,0.000368527,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.917,0.0131629,0.000394886,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.919,0.012916,0.00038748,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.929,0.0127403,0.000382208,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.942,0.0129453,0.000388359,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.943,0.0131294,0.000393882,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.945,0.0122675,0.000368025,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.969,0.0127319,0.000381957,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.979,0.013506,0.000405179,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.997,0.0131545,0.000394635,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
1.998,0.0138156,0.000414467,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.001,0.0134306,0.000402919,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.02,0.0134014,0.000402041,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.023,0.0138783,0.00041635,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.029,0.0131838,0.000395514,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.039,0.0134097,0.000402292,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.067,0.0138825,0.000416475,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.081,0.0138574,0.000415722,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.096,0.013849,0.000415471,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.116,0.0145101,0.000435303,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.12,0.0142925,0.000428776,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.147,0.014121,0.00042363,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.167,0.0146147,0.000438441,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.183,0.0144474,0.000433421,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.192,0.0146105,0.000438316,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.218,0.0151001,0.000453002,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.259,0.0159494,0.000478482,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.259,0.0152465,0.000457395,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.261,0.0150666,0.000451998,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.293,0.0156565,0.000469696,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.327,0.0157528,0.000472583,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.345,0.0165101,0.000495302,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.38,0.0163636,0.000490909,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.389,0.0162674,0.000488022,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.409,0.0170372,0.000511117,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.421,0.0165603,0.000496808,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.44,0.0162423,0.000487269,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.462,0.0166691,0.000500072,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.476,0.0167695,0.000503084,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.504,0.0167737,0.00050321,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.524,0.0171084,0.000513251,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.546,0.0169996,0.000509988,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.547,0.0178155,0.000534464,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.59,0.0175602,0.000526807,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.602,0.0177987,0.000533962,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.613,0.0182213,0.00054664,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.632,0.0178406,0.000535217,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.658,0.0182004,0.000546012,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.701,0.0184556,0.000553669,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.717,0.0189912,0.000569735,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.749,0.018874,0.000566221,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.807,0.0197066,0.000591199,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
2.932,0.0206982,0.000620947,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.383,0.0251291,0.000753873,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.471,0.0256647,0.00076994,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.57,0.0264554,0.000793663,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.665,0.0277106,0.000831319,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.677,0.0272504,0.000817512,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.797,0.0286562,0.000859686,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.817,0.0292754,0.000878263,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
3.932,0.0309449,0.000928346,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.065,0.0315264,0.000945793,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.092,0.032995,0.000989851,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.247,0.0345682,0.00103705,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.257,0.0356477,0.00106943,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.271,0.0354803,0.00106441,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.396,0.0384133,0.0011524,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.49,0.0388401,0.0011652,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.495,0.0398819,0.00119646,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.5,0.0392878,0.00117863,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.519,0.0394468,0.0011834,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.552,0.0396894,0.00119068,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
4.553,0.0401162,0.00120349,None kPa,N/A,8983,['C'],A,Low temperature calorimetry set up,"origin: commercial source,99.94 weight % (total),spectroscopy",99.94,Weight %,1955
